CIPFamily,CIPCode,Type,General,TextChange,CIPTitle,CIPDefinition,CrossReferences,Examples
36,36.0109,Remedial,General,no,Travel and Exploration.,"A program that focuses on particular geographic areas or phenomena, and provides opportunities for organized trips or tours, including related knowledge and skills. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
36,36.0110,Remedial,General,no,Art.,"A program that focuses on the techniques and methods of creative self-expression in visual or plastic media, such as painting or sculpture. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
36,36.0111,Remedial,General,no,Collecting.,"A program that focuses on the knowledge and techniques necessary for acquiring and maintaining personal collections of objects, such as autographs, stamps, models, specimens, vehicles and antiques. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
36,36.0112,Remedial,General,no,Cooking and Other Domestic Skills.,"A program that focuses on the knowledge and skills related to food buying and preparation, home decoration, sewing and other domestic activities, either as hobbies or as routine tasks. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
36,36.0113,Remedial,General,yes,Computer Games and Programming Skills.,"A program that focuses on the knowledge and skills associated with creating and maintaining computer programs, as well as playing computer-based games. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
36,36.0114,Remedial,General,no,Dancing.,"A program that focuses on the knowledge and skills related to recreational dance, such as square dancing, ballroom dancing, classical or modern dance. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
36,36.0115,Remedial,General,no,Music.,"A program that focuses on the knowledge and skills associated with personal music appreciation, the playing of a musical instrument, singing or recreational composition. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
36,36.0116,Remedial,General,no,Reading.,"A program that focuses on the activity of reading for pleasure, either alone or as part of a group experience. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
36,36.0117,Remedial,General,no,Theatre/Theater.,"A program that focuses on the knowledge and skills associated with participation in amateur theatrical productions, drama appreciation, and writing amateur plays. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
36,36.0118,Remedial,General,no,Writing.,"A program that focuses on the knowledge and skills related to creative writing and poetry composition for pleasure or profit, including methods of publication. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
36,36.0119,Remedial,General,no,Aircraft Pilot (Private).,"A program that prepares individuals to fly aircraft for personal use, and qualifies individuals to sit for the FAA pilot's license examination.  Includes instruction in principles of aircraft design and performance; aircraft flight systems and controls; flight crew operations and procedures; radio communications and navigation procedures and systems; airways safety and traffic regulations; and governmental rules and regulations pertaining to piloting aircraft. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
36,36.0199,Remedial,General,no,"Leisure and Recreational Activities, Other.",Any instructional program in leisure and recreational activities not listed above. This CIP code is not valid for IPEDS reporting.,,"Examples: - First Aid, - CPR"
37,37,Remedial,General,no,PERSONAL AWARENESS AND SELF-IMPROVEMENT.,"Programs that focus on the development of improved self-awareness, avoidance of stressful behavior, and improved decision-making skills. These CIP codes are not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
37,37.01,Remedial,General,no,Personal Awareness and Self-Improvement.,Instructional content for this group of programs is defined in codes 37.0101 - 37.0199. These CIP codes are not valid for IPEDS reporting.,,"Examples: - First Aid, - CPR"
37,37.0101,Remedial,General,no,Self-Awareness and Personal Assessment.,"A program that focuses on the knowledge and skills useful in becoming aware of one's feelings, using methods of assessing one's personal attributes, and being aware of how one is perceived by others. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
37,37.0102,Remedial,General,no,Stress Management and Coping Skills.,"A program that focuses on the knowledge and skills useful in avoiding stressful situations and managing them when they occur, including dealing with complex and long-term stressful relationships. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
37,37.0103,Remedial,General,no,Personal Decision-Making Skills.,A program that focuses on how to develop individuals' abilities to assess decisions affecting their lives and to make life choices consistent with needs and beliefs. This CIP code is not valid for IPEDS reporting.,,"Examples: - First Aid, - CPR"
37,37.0104,Remedial,General,no,Self-Esteem and Values Clarification.,"A program that focuses on the development of personal philosophies and ideas of positive self-concept and self-worth, and applying these knowledge and skills in everyday circumstances. This CIP code is not valid for IPEDS reporting.",,"Examples: - First Aid, - CPR"
37,37.0199,Remedial,General,no,"Personal Awareness and Self-Improvement, Other.",Any instructional program in personnel awareness and self-improvement not listed above. This CIP code is not valid for IPEDS reporting.,,"Examples: - First Aid, - CPR"
38,38,Philosophy,Humanities,no,PHILOSOPHY AND RELIGIOUS STUDIES.,"Instructional programs that focus on logical inquiry, philosophical analysis, and the academic study of organized systems of belief and religious practices.",,"Examples: - First Aid, - CPR"
38,38.00,Philosophy,Humanities,no,"Philosophy and Religious Studies, General.",Instructional content is defined in code 38.0001.,,"Examples: - First Aid, - CPR"
38,38.0001,Philosophy,Humanities,no,"Philosophy and Religious Studies, General.","A general program that combines the study of philosophy and religious studies. Includes instruction in logic; ethics; epistemology; symbolism; phenomenology; the sociology, psychology, philosophy, anthropology, literature, and art of religion; and world religions.","38.0101 - Philosophy., 38.0201 - Religion/Religious Studies.","Examples: - First Aid, - CPR"
38,38.01,Philosophy,Humanities,no,Philosophy.,Instructional content for this group of programs is defined in codes 38.0101 - 38.0199.,,"Examples: - First Aid, - CPR"
38,38.0101,Philosophy,Humanities,no,Philosophy.,"A program that focuses on ideas and their logical structure, including arguments and investigations about abstract and real phenomena.  Includes instruction in logic, ethics, aesthetics, epistemology, metaphysics, symbolism, and history of philosophy, and applications to the theoretical foundations and methods of other disciplines.",,"Examples: - First Aid, - CPR"
38,38.0102,Philosophy,Humanities,no,Logic.,"A program that focuses on the systematic study of valid inference, argument, and sound reasoning.  Includes instruction in Classical logic, properties of argument, validity, proof, fallacies, formal and material logic, symbolic and mathematical logic, analysis, specific schools of logic, and applications to problems in other academic disciplines and professional fields.",,"Examples: - First Aid, - CPR"
38,38.0103,Philosophy,Humanities,no,Ethics.,"A program that focuses on the systematic study of the theory of moral good and its application to various theoretical and practical problems.  Includes instruction in ethical theory, history of ethics, belief and value systems, ethical constructs, and applications to specific topics, issues and problems.",,"Examples: - First Aid, - CPR"
38,38.0104,Philosophy,Humanities,no,Applied and Professional Ethics.,"A program that focuses on the systematic study of ethical issues in the workplace and public life, and the application of ethical decision-making to the practical problems of society and the professions. Includes instruction in ethical theory; history of ethics; contemporary social dilemmas; methods in applied ethics; and applications including medical ethics, legal ethics, business ethics, environmental ethics, and criminal justice ethics.",51.3201 - Bioethics/Medical Ethics.,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
38,38.0199,Philosophy,Humanities,no,"Philosophy, Other.",Any instructional program in Philosophy not listed above.,,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
38,38.02,Religion,Humanities,no,Religion/Religious Studies.,Instructional content for this group of programs is defined in codes 38.0201 - 38.0299.,,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
38,38.0201,Religion,Humanities,no,Religion/Religious Studies.,"A program that focuses on the nature of religious belief and specific religious and quasi-religious systems.  Includes instruction in phenomenology; the sociology, psychology, philosophy, anthropology, literature and art of religion; mythology; scriptural and textual studies; religious history and politics; and specific studies of particular faith communities and their behavior.",,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
38,38.0202,Religion,Humanities,no,Buddhist Studies.,"A program that focuses on the philosophy preached by Siddartha Gautama, the Buddha, in ancient India and subsequently interpreted by his disciples and apostles; together with the intellectual, cultural, social, and ritual developments of the faith and its branches.  Includes instruction in Buddhist sacred literature (Tripitaka, etc.) and study of one or more of the main branches including Early Buddhism, Hinayana, Theravada, Madhyamaka, Yogacara, Pure Land, Shingon, Tendai, Nichiren Shu, Zen, Tibetan, Chinese, Korean, Vietnamese, and others.",,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
38,38.0203,Religion,Humanities,no,Christian Studies.,"A program that focuses on the philosophy and teachings of Jesus Christ and his apostles, and the subsequent intellectual and cultural movements and institutions based on Christianity.  Includes instruction in Christian sacred scripture, Christian literature and philosophy, and studies of one or more of the main branches of the faith and their cultural context including Orthodoxy, Roman Catholicism, Protestantism, Evangelicalism, and others.",39.0201 - Bible/Biblical Studies.,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
38,38.0204,Religion,Humanities,no,Hindu Studies.,"A program that focuses on the group of South Asian theologies and philosophies collectively known as Hinduism; together with the religious history and cultural and social manifestations of the faith.  Includes instruction in Hindu theology and philosophy (dharma); literature (Vedas, Upanishads, Epics, and commentaries); the Hindu Pantheon, sects, and movements; schools and disciplines; and related arts and sciences.",,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
38,38.0205,Religion,Humanities,no,Islamic Studies.,"A program that focuses on Islam as preached by the Prophet Muhammad in 6th century Arabia and subsequently interpreted and elaborated by Islamic scholars and others; together with the cultural and social milieu related to the faith in various periods, localities, and branches.  Includes instruction in Islamic scripture and related written authorities and commentaries",,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
38,38.0206,Religion,Humanities,no,Jewish/Judaic Studies.,"A program that focuses on the history, culture, and religion of the Jewish people.  Includes instruction in Jewish religious heritage, sacred texts, and law; Jewish philosophy and intellectual history; Jewish life and culture, both in Israel and the Jewish Diaspora; historical Jewish minority cultures such as the Yiddish, Sephardic, and other; anti-Semitism, gentile relations and Shoa; Zionism; and modern developments within Judaism.","30.2101 - Holocaust and Related Studies., 39.0605 - Rabbinical Studies., 39.0606 - Talmudic Studies., 39.0201 - Bible/Biblical Studies.","Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
38,38.0299,Religion,Humanities,no,"Religion/Religious Studies, Other.",Any instructional program in religion/religious studies not listed above.,,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
38,38.99,Religion,Humanities,no,"Philosophy and Religious Studies, Other.",Instructional content is defined in code 38.9999.,,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
38,38.9999,Religion,Humanities,no,"Philosophy and Religious Studies, Other.",Any instructional program in philosophy and religion not listed above.,,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39,Theology,General,no,THEOLOGY AND RELIGIOUS VOCATIONS.,Instructional programs that focus on the intramural study of theology and that prepare individuals for the professional practice of religious vocations.,,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39.02,Theology,General,no,Bible/Biblical Studies.,Instructional content is defined in code 39.0201.,,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39.0201,Theology,General,no,Bible/Biblical Studies.,"A program that focuses on the Christian and/or Jewish Bible and related literature, with an emphasis on understanding and interpreting the theological, doctrinal, and ethical messages contained therein.  May include preparation for applying these studies in various religious vocations.","38.0203 - Christian Studies., 38.0206 - Jewish/Judaic Studies.","Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39.03,Theology,General,no,Missions/Missionary Studies and Missiology.,Instructional content is defined in code 39.0301.,,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39.0301,Theology,General,no,Missions/Missionary Studies and Missiology.,"A program that focuses on the theory and practice of religious outreach, social service and proselytization, and that prepares individuals for mission vocations.  Includes instruction in theology, evangelism, preaching, medical and social mission work, missionary education, missionary aviation, emergency services, legal and political aspects of working in other countries, and preparation for ordination as missionaries.",,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39.04,Theology,General,no,Religious Education.,Instructional content is defined in code 39.0401.,,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39.0401,Theology,General,no,Religious Education.,"A program that focuses on the theory and practice of providing educational services to members of faith communities, within the context of a particular religion, and that prepares individuals to serve as religious educators.  Includes instruction in planning and teaching lessons, organizing and supervising instructional activities, designing and developing instructional materials, and administering religious education programs and facilities.",,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39.05,Theology,General,no,Religious/Sacred Music.,Instructional content is defined in code 39.0501.,,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39.0501,Theology,General,no,Religious/Sacred Music.,"A program that focuses on the history, theory, composition, and performance of music for religious or sacred purposes, and that prepares individuals for religious musical vocations such as choir directors, cantors, organists, and chanters.",,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39.06,Theology,General,no,Theological and Ministerial Studies.,Instructional content for this group of programs is defined in codes 39.0601 - 39.0699.,,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39.0601,Theology,General,no,Theology/Theological Studies.,"A program that focuses on the beliefs and doctrine of a particular religious faith from the intramural point of view of that faith.  Includes instruction in systematic theology, historical theology, moral theology, doctrinal studies, dogmatics, apologetics, and applications to specific questions of ecclesiastical polity and religious life.",,"Examples: - Applied Ethics, - Professional Ethics, - Engineering Ethics"
39,39.0602,Theology,General,no,Divinity/Ministry.,"A program that prepares individuals for ordination as ministers or priests in any of the Christian religious traditions.  Includes instruction in the theology and polity of a particular church, church law, liturgy and ritual, principles of pastoral ministry, homiletics, evangelism, church/parish organization and management, Christian ethics, church history, and related studies.",,"Examples: - Divinity/Ministry (BD), - Divinity/Ministry (MDiv)"
39,39.0604,Theology,General,no,Pre-Theology/Pre-Ministerial Studies.,"A program that prepares individuals to enter a seminary or other program leading to religious ordination, or a related religious vocation.",,"Examples: - Divinity/Ministry (BD), - Divinity/Ministry (MDiv)"
39,39.0605,Theology,General,no,Rabbinical Studies.,"A program that prepares individuals for ordination as Rabbis. Includes instruction in Talmud, Halacha, Liturgy and Rituals, Rabbinical Thought, Jewish Ethics, Jewish Education, Pastoral Counseling and Homiletics.",38.0206 - Jewish/Judaic Studies.,Examples: - Rabbinical Studies (M.H.L./Rav)
39,39.0606,Theology,General,no,Talmudic Studies.,"A program that prepares individuals for advanced Talmudic scholarship and research and for entry into a program leading to ordination as Rabbis; students are also qualified to enter conventional graduate and professional schools.  Includes instruction in Jewish Law and Jurisprudence, Philosophy, and Ethics, in addition to a major emphasis on Talmud.",38.0206 - Jewish/Judaic Studies.,Examples: - Rabbinical Studies (M.H.L./Rav)
39,39.0699,Theology,General,no,"Theological and Ministerial Studies, Other.","Any instructional program in theological and ministerial studies not listed above, including preparation for religious vocations in faiths other than Christianity and Judaism.",,Examples: - Rabbinical Studies (M.H.L./Rav)
39,39.07,Theology,General,no,Pastoral Counseling and Specialized Ministries.,Instructional content for this group of programs is defined in codes 39.0701 - 39.0799.,,Examples: - Rabbinical Studies (M.H.L./Rav)
39,39.0701,Theology,General,no,Pastoral Studies/Counseling.,"A program that focuses on the theory and principles of pastoral care and prepares ordained clergy to provide non-clinical pastoral counseling to individuals and groups.  Includes instruction in pastoral leadership, counseling psychology; crisis intervention; individual and group procedures; theological and spiritual counseling; pastoral care; and applications to specific types of ministry.",51.1506 - Clinical Pastoral Counseling/Patient Counseling.,Examples: - Rabbinical Studies (M.H.L./Rav)
39,39.0702,Theology,General,no,Youth Ministry.,"A program that prepares the ordained clergy and other religious professionals to provide spiritual, counseling, and leadership services to children, adolescents, and young adults.  Includes instruction in child and adolescent psychology, human growth and development, family studies, communication skills, religious education, youth counseling, small group leadership, planning and organizing youth activities, volunteer supervision, and youth evangelism and worship.",,Examples: - Youth and Family Ministries
39,39.0703,Theology,General,no,Urban Ministry.,"A program that prepares the ordained clergy and other religious professionals to provide spiritual, counseling, and leadership services to individuals and groups in urban communities. Includes instruction in bible study and theology, pastoral leadership and care, urban structure and context, inner city ministry, counseling ministries, family studies, homiletics, social ethics, and community organizing.",,Examples: - Youth and Family Ministries
39,39.0704,Theology,General,no,Women's Ministry.,"A program that prepares non-ordained women to provide spiritual, counseling, and leadership services to other women in local churches, parachurch organizations, and other settings. Includes instruction in foundations of women's ministry, women's ministry in the local church, spiritual formation, women's evangelism and discipleship, bible study and theology, homiletics, lay counseling, women's issues, and leadership training.",,Examples: - Youth and Family Ministries
39,39.0705,Theology,General,no,Lay Ministry.,"A program that prepares non-ordained individuals to serve as lay pastors, religious educators, youth leaders, and other professional positions open to the laity in local churches and other settings. Includes instruction in bible studies, theology, spirituality, pastoral counseling, foundations of ministry, effective communication, and church leadership.",,Examples: - Youth and Family Ministries
39,39.0799,Theology,General,no,"Pastoral Counseling and Specialized Ministries, Other.",Any instructional program in pastoral counseling and specialized ministries not listed above.,,Examples: - Youth and Family Ministries
39,39.99,Theology,General,no,"Theology and Religious Vocations, Other.",Instructional content is defined in code 39.9999.,,Examples: - Youth and Family Ministries
39,39.9999,Theology,General,no,"Theology and Religious Vocations, Other.",Any instructional program in theological studies and religious vocations not listed above.,,Examples: - Sacred Scripture Studies
40,40,Physical Science,Science,no,PHYSICAL SCIENCES.,"Instructional programs that focus on the scientific study of inanimate objects, processes of matter and energy, and associated phenomena.",,Examples: - Sacred Scripture Studies
40,40.01,Physical Science,Science,no,Physical Sciences.,Instructional content is defined in code 40.0101.,,Examples: - Sacred Scripture Studies
40,40.0101,Physical Science,Science,no,Physical Sciences.,"A program that focuses on the major topics, concepts, processes, and interrelationships of physical phenomena as studied in any combination of physical science disciplines.",,Examples: - Sacred Scripture Studies
40,40.02,Physical Science,Science,no,Astronomy and Astrophysics.,Instructional content for this group of programs is defined in codes 40.0201 - 40.0299.,,Examples: - Sacred Scripture Studies
40,40.0201,Physical Science,Science,no,Astronomy.,"A general program that focuses on the planetary, galactic, and stellar phenomena occurring in outer space.  Includes instruction in celestial mechanics, cosmology, stellar physics, galactic evolution, quasars, stellar distribution and motion, interstellar medium, atomic and molecular constituents of astronomical phenomena, planetary science, solar system evolution, and specific methodologies such as optical astronomy, radioastronomy, and theoretical astronomy.",,Examples: - Sacred Scripture Studies
40,40.0202,Physical Science,Science,no,Astrophysics.,"A program that focuses on the theoretical and observational study of the structure, properties, and behavior of stars, star systems and clusters, stellar life cycles, and related phenomena.  Includes instruction in cosmology, plasma kinetics, stellar physics, convolution and non-equilibrium radiation transfer theory, non-Euclidean geometries, mathematical modeling, galactic structure theory, and relativistic astronomy.",,Examples: - Sacred Scripture Studies
40,40.0203,Physical Science,Science,no,Planetary Astronomy and Science.,"A program that focuses on the scientific study of planets, small objects, and related gravitational systems.  Includes instruction in the structure and composition of planetary surfaces and interiors, planetary atmospheres, satellites, orbital mechanics, asteroids and comets, solar system evolution and dynamics, planetary evolution, gravitational physics, and radiation physics.",,Examples: - Sacred Scripture Studies
40,40.0299,Physical Science,Science,no,"Astronomy and Astrophysics, Other.",Any instructional program in astronomy and astrophysics not listed above.,,Examples: - Sacred Scripture Studies
40,40.04,Physical Science,Science,no,Atmospheric Sciences and Meteorology.,Instructional content for this group of programs is defined in codes 40.0401 - 40.0499.,,Examples: - Sacred Scripture Studies
40,40.0401,Physical Science,Science,no,"Atmospheric Sciences and Meteorology, General.","A general program that focuses on the scientific study of the composition and behavior of the atmospheric envelopes surrounding the earth, the effect of earth's atmosphere on terrestrial weather, and related problems of environment and climate.  Includes instruction in atmospheric chemistry and physics, atmospheric dynamics, climatology and climate change, weather simulation, weather forecasting, climate modeling and mathematical theory; and studies of specific phenomena such as clouds, weather systems, storms, and precipitation patterns.",,Examples: - Sacred Scripture Studies
40,40.0402,Physical Science,Science,no,Atmospheric Chemistry and Climatology.,"A program that focuses on the scientific study of atmospheric constituents, reactions, measurement techniques, and processes in predictive, current, and historical contexts.  Includes instruction in climate modeling, gases and aerosols, trace gases, aqueous phase chemistry, sinks, transport mechanisms, computer measurement, climate variability, paleoclimatology, climate diagnosis, numerical modeling and data analysis, ionization, recombination, photoemission, and plasma chemistry.",,Examples: - Sacred Scripture Studies
40,40.0403,Physical Science,Science,no,Atmospheric Physics and Dynamics.,"A program that focuses on the scientific study of the processes governing the interactions, movement, and behavior of atmospheric phenomena and related terrestrial and solar phenomena.  Includes instruction in cloud and precipitation physics, solar radiation transfer, active and passive remote sensing, atmospheric electricity and acoustics, atmospheric wave phenomena, turbulence and boundary layers, solar wind, geomagnetic storms, coupling, natural plasma, and energization.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0404,Physical Science,Science,no,Meteorology.,"A program that focuses on the scientific study of the prediction of atmospheric motion and climate change.  Includes instruction in general circulation patterns, weather phenomena, atmospheric predictability, parameterization, numerical and statistical analysis, large- and mesoscale phenomena, kinematic structures, precipitation processes, and forecasting techniques.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0499,Physical Science,Science,no,"Atmospheric Sciences and Meteorology, Other.",Any instructional program in atmospheric sciences and meteorology not listed above.,,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.05,Physical Science,Science,no,Chemistry.,Instructional content for this group of programs is defined in codes 40.0501 - 40.0599.,,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0501,Physical Science,Science,no,"Chemistry, General.","A general program that focuses on the scientific study of the composition and behavior of matter, including its micro- and macro-structure, the processes of chemical change, and the theoretical description and laboratory simulation of these phenomena.",14.0701 - Chemical Engineering.,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0502,Physical Science,Science,no,Analytical Chemistry.,"A program that focuses on the scientific study of techniques for analyzing and describing matter, including its precise composition and the interrelationships of constituent elements and compounds.  Includes instruction in spectroscopy, chromatography, atomic absorption, photometry, chemical modeling, mathematical analysis, laboratory analysis procedures and equipment maintenance, and applications to specific research, industrial and health problems.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0503,Physical Science,Science,no,Inorganic Chemistry.,"A program that focuses on the scientific study of the elements and their compounds, other than the hydrocarbons and their derivatives.  Includes instruction in the characterization and synthesis of non-carbon molecules, including their structure and their bonding, conductivity, and reactive properties; research techniques such as spectroscopy, X-ray diffraction, and photoelectron analysis; and the study of specific compounds, such as transition metals, and compounds composed of inorganic and organic molecules.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0504,Physical Science,Science,yes,Organic Chemistry.,"A program that focuses on the scientific study of the properties and behavior of hydrocarbon compounds and their derivatives. Includes instruction in molecular conversion and synthesis, molecular synthesis and design, the molecular structure of living cells and systems, the mutual reactivity of organic and inorganic compounds in combination, the spectroscopic analysis of hydrocarbon compounds, and applications to specific problems in research, industry, and health.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0506,Physical Science,Science,yes,Physical Chemistry.,"A program that focuses on the scientific study of understanding and predicting the behavior of chemical systems ranging from nuclear particles to atoms, molecules, clusters, biological materials and macroscopic assemblies.  Includes instruction in quantum mechanics, spectroscopy, thermodynamics, statistical mechanics, reaction dynamics, group theory, collision theory, and polymer science.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0507,Physical Science,Science,no,Polymer Chemistry.,"A program that focuses on the scientific study of synthesized macromolecules and their interactions with other substances.  Includes instruction in molecular bonding theory, polymerization, properties and behavior of unstable compounds, the development of tailored polymers, transition phenomena, and applications to specific industrial problems and technologies.",14.3201 - Polymer/Plastics Engineering.,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0508,Physical Science,Science,yes,Chemical Physics.,"A program that focuses on the scientific study of structural phenomena combining the disciplines of physical chemistry and atomic/molecular physics. Includes instruction in heterogeneous structures, alignment and surface phenomena, quantum theory, mathematical physics, statistical and classical mechanics, chemical kinetics, and laser physics.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0509,Physical Science,Science,no,Environmental Chemistry.,"A program that focuses on the scientific study of natural systems (air, water, and soil) through the use of chemical techniques and instrumentation, with an emphasis on the movement and fate of pollutants and chemical aspects of contaminant remediation. Includes instruction in analytical, inorganic, organic, and physical chemistry; aquatic, soil, and atmospheric chemistry; environmental engineering; environmental toxicology; and analytical methods.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0510,Physical Science,Science,no,Forensic Chemistry.,"A program that focuses on the application of chemical techniques and instrumentation to the analysis and evaluation of physical evidence to aid in criminal investigations. Includes instruction in analytical, inorganic, organic, and physical chemistry; biochemistry; forensic toxicology; instrumental analysis; crime scene processing; criminal investigation; forensic laboratory technology; and applicable law.",43.0106 - Forensic Science and Technology.,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0511,Physical Science,Science,no,Theoretical Chemistry.,"A program that focuses on the study of mathematical and computational methods and fundamental laws of physics to describe chemical phenomena and to develop empirical models of molecules and their interactions. Includes instruction in properties of small, isolated molecules; dynamics of elementary chemical processes; reaction pathways of organic molecules; hydrogen bonding patterns in liquids; reaction rates of biological pathways; and advanced computational techniques.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0599,Physical Science,Science,no,"Chemistry, Other.",Any instructional program in chemistry not listed above.,,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.06,Physical Science,Science,no,Geological and Earth Sciences/Geosciences.,Instructional content for this group of programs is defined in codes 40.0601 - 40.0699.,,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0601,Physical Science,Science,no,"Geology/Earth Science, General.","A program that focuses on the scientific study of the earth; the forces acting upon it; and the behavior of the solids, liquids and gases comprising it.  Includes instruction in historical geology, geomorphology, and sedimentology, the chemistry of rocks and soils, stratigraphy, mineralogy, petrology, geostatistics, volcanology, glaciology, geophysical principles, and applications to research and industrial problems.",14.3901 - Geological/Geophysical Engineering.,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0602,Physical Science,Science,no,Geochemistry.,"A program that focuses on the scientific study of the chemical properties and behavior of the silicates and other substances forming, and formed by geomorphological processes of the earth and other planets.  Includes instruction in chemical thermodynamics, equilibrium in silicate systems, atomic bonding, isotopic fractionation, geochemical modeling, specimen analysis, and studies of specific organic and inorganic substances.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0603,Physical Science,Science,no,Geophysics and Seismology.,"A program that focuses on the scientific study of the physics of solids and its application to the study of the earth and other planets.  Includes instruction in gravimetric, seismology, earthquake forecasting, magnetrometry, electrical properties of solid bodies, plate tectonics, active deformation, thermodynamics, remote sensing, geodesy, and laboratory simulations of geological processes.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0604,Physical Science,Science,no,Paleontology.,"A program that focuses on the scientific study of extinct life forms and associated fossil remains, and the reconstruction and analysis of ancient life forms, ecosystems, and geologic processes. Includes instruction in sedimentation and fossilization processes, fossil chemistry, evolutionary biology, paleoecology, paleoclimatology, trace fossils, micropaleontology, invertebrate paleontology, vertebrate paleontology, paleobotany, field research methods, and laboratory research and conservation methods.",,"Examples: - Magnetospheric Physics, - Aeronomy, - Ionospheric Environment"
40,40.0605,Physical Science,Science,no,Hydrology and Water Resources Science.,"A program that focuses on the scientific study of the occurrence, circulation, distribution, chemical and physical properties, and environmental interaction of surface and subsurface waters, including groundwater.  Includes instruction in geophysics, thermodynamics, fluid mechanics, chemical physics, geomorphology, mathematical modeling, hydrologic analysis, continental water processes, global water balance, and environmental science.","03.0205 - Water, Wetlands, and Marine Resources Management., 14.0805 - Water Resources Engineering.",Examples: - Hydrogeology
40,40.0606,Physical Science,Science,no,Geochemistry and Petrology.,"A program that focuses on the scientific study of the igneous, metamorphic, and hydrothermal processes within the earth and the mineral, fluid, rock, and ore deposits resulting from them.  Includes instruction in mineralogy, crystallography, petrology, volcanology, economic geology, meteoritics, geochemical reactions, deposition, compound transformation, core studies, theoretical geochemistry, computer applications, and laboratory studies.",,Examples: - Hydrogeology
