Bachelors,Discipline,year,degrees,percent,label
Social & Behavioral Sciences,Anthropology,2017,9241,0.0044431003330041435,Social & Behavioral Sciences: Anthropology
Social & Behavioral Sciences,Economics,1999,18814,0.015379421461053214,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2e3,19400,0.015406228086824418,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2001,22285,0.016892391260679502,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2002,24162,0.017572031365225095,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2003,26478,0.018455078910482623,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2004,27820,0.018643800869195173,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2005,28257,0.018379373369844482,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2006,27663,0.017476824869743543,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2007,27877,0.01714466351822001,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2008,29500,0.01773875918882759,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2009,31046,0.018232012727055977,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2010,32720,0.018625079762814845,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2011,34112,0.018664517445731898,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2012,33753,0.0176758274301317,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2013,34214,0.017452035467204363,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2014,36050,0.01812167004887573,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2015,39010,0.019359897567729864,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2016,39903,0.01954650616550384,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,Economics,2017,40618,0.01952925541888998,Social & Behavioral Sciences: Economics
Social & Behavioral Sciences,General,1999,10457,0.00854802860732611,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2e3,10598,0.008416247694029134,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2001,11366,0.008615612253483652,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2002,12020,0.008741652885109082,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2003,13285,0.009259601303941446,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2004,14378,0.00963553446791115,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2005,14351,0.009334408721047462,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2006,15007,0.00948106535156134,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2007,15649,0.009624308189425869,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2008,16901,0.010162805730521189,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2009,18315,0.010755630776783811,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2010,18625,0.010601837120489808,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2011,22697,0.012418754469564286,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2012,24340,0.012746411864112985,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2013,25214,0.01286127381393847,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2014,24205,0.01216740703281656,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2015,22492,0.011162338274631636,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2016,21371,0.010468595926696805,Social & Behavioral Sciences: General
Social & Behavioral Sciences,General,2017,20827,0.01001368365279486,Social & Behavioral Sciences: General
Social & Behavioral Sciences,International Relations,1999,5168,0.004224558845047465,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2e3,5209,0.004136651654859195,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2001,6049,0.004585240059943922,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2002,6283,0.004569368142856935,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2003,6996,0.004876188989264159,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2004,7309,0.004898186216856489,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2005,7822,0.005087711310433646,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2006,8763,0.005536254792812156,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2007,8924,0.005488358763015941,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2008,9622,0.005785842064911832,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2009,9828,0.005771571895944925,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2010,10596,0.006031520329058255,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2011,11233,0.006146180947112641,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2012,11170,0.00584952426138628,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2013,11044,0.005633374633185392,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2014,10675,0.005366125596997181,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2015,10262,0.005092829244810148,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2016,10119,0.0049567976314746605,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,International Relations,2017,9771,0.004697925912107292,Social & Behavioral Sciences: International Relations
Social & Behavioral Sciences,Political Science,1999,27655,0.02260645798370504,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2e3,27864,0.022127790691302867,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2001,30643,0.023227890751671615,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2002,32635,0.023734096664353985,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2003,36758,0.025620205098252143,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2004,39704,0.026607960809149,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2005,42836,0.027862081525662958,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2006,44292,0.027982631208859524,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2007,44854,0.027585706404786754,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2008,44898,0.02699779017152478,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2009,43836,0.025743042900960696,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2010,44260,0.025193949581362625,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2011,45141,0.024699078975662044,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2012,44790,0.02345570202931884,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2013,43247,0.0220596299131989,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2014,42106,0.02116590954446495,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2015,40092,0.019896872937334678,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2016,38540,0.018878839877165078,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Political Science,2017,38787,0.01864890516353552,Social & Behavioral Sciences: Political Science
Social & Behavioral Sciences,Psychology,1999,74111,0.06058171063570292,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2e3,74704,0.05932509603083152,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2001,77954,0.05909039570720259,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2002,81302,0.05912760922338923,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2003,83212,0.05799849030512425,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2004,86924,0.05825283058065856,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2005,90902,0.0591259439454154,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2006,93611,0.05914120134770498,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2007,95405,0.05867513085897981,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2008,97889,0.0588620134994964,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2009,99794,0.058604827613342264,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2010,102786,0.058508479477404854,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2011,106942,0.0585137436878946,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2012,115874,0.06068108990724026,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2013,121806,0.0621313682153006,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2014,124931,0.06280050931695128,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2015,125035,0.06205241713358379,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2016,124939,0.06120143682960892,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Psychology,2017,124308,0.05976765676821546,Social & Behavioral Sciences: Psychology
Social & Behavioral Sciences,Sociology,1999,25734,0.021036144991960423,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2e3,26328,0.020907998611851202,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2001,28242,0.02140789382921743,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2002,28410,0.020661427493007405,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2003,29433,0.02051470419111092,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2004,30692,0.020568495193290376,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2005,32460,0.02111315637134699,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2006,32440,0.020494819751092814,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2007,33019,0.020307050425372404,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2008,32724,0.019677395108311662,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2009,32675,0.019188656054131097,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2010,33066,0.018822032012140454,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2011,34074,0.01864372559351163,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2012,35636,0.01866192001600371,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2013,36014,0.018370187797857544,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2014,35526,0.01785826491418472,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2015,34053,0.016899835731194697,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2016,32863,0.016097958351927243,Social & Behavioral Sciences: Sociology
Social & Behavioral Sciences,Sociology,2017,32230,0.015496280027348073,Social & Behavioral Sciences: Sociology
